,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
290,47,Self-emp-not-inc,208407,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,2002,30,United-States,<=50K,4320
291,26,Unknown,131777,Bachelors Degree,13,Married-civ-spouse,Unknown,Married,White,0,2002,40,United-States,<=50K,39559
292,41,Private,41090,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,2002,60,United-States,<=50K,10899
294,45,Private,357540,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,2002,55,United-States,<=50K,39077
295,30,Private,48520,Technical School,12,Married-civ-spouse,Prof-specialty,Married,White,0,2002,40,United-States,<=50K,29660
296,36,Private,107916,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,2002,40,United-States,<=50K,32801
297,34,Self-emp-inc,198613,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,2002,40,United-States,<=50K,41390
298,53,Private,283743,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,2002,40,United-States,<=50K,9185
299,51,Private,210940,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,2002,45,United-States,<=50K,31776
300,47,Self-emp-not-inc,355978,Advanced Degree,16,Married-civ-spouse,Transport-moving,Married,White,0,2002,45,United-States,<=50K,19599
301,19,Unknown,241616,Highschool Graduate,9,Single,Unknown,Single,White,0,2001,40,United-States,<=50K,23746
302,30,Private,57651,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,2001,42,United-States,<=50K,44843
303,20,Private,315877,Highschool Graduate,9,Single,Other-service,Single,White,0,2001,40,United-States,<=50K,31522
304,42,Federal-gov,74680,Advanced Degree,14,Divorced,Adm-clerical,Single,White,0,2001,60,United-States,<=50K,18229
305,31,Private,454508,Highschool Graduate,7,Single,Craft-repair,Single,White,0,2001,40,United-States,<=50K,44823
306,33,Private,202046,Bachelors Degree,13,Single,Handlers-cleaners,Single,White,0,2001,40,United-States,<=50K,48221
308,20,Private,146879,Highschool Graduate,9,Single,Other-service,Single,White,0,2001,40,United-States,<=50K,42037
309,23,Private,213955,Highschool Graduate,9,Single,Adm-clerical,Single,Black,0,2001,40,United-States,<=50K,39648
311,41,Self-emp-not-inc,277783,Bachelors Degree,10,Divorced,Craft-repair,Single,White,0,2001,50,United-States,<=50K,23514
312,54,Self-emp-not-inc,199741,Highschool Graduate,9,Widowed,Craft-repair,Single,White,0,2001,35,United-States,<=50K,9538
313,25,Private,378322,Highschool Graduate,9,Single,Craft-repair,Single,White,0,2001,50,United-States,<=50K,25139
316,56,Federal-gov,61885,Bachelors Degree,13,Single,Transport-moving,Single,Black,0,2001,65,United-States,<=50K,19426
318,34,Private,209297,Highschool Graduate,9,Single,Machine-op-inspct,Single,Black,0,2001,40,United-States,<=50K,12953
319,19,Private,198459,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,2001,40,United-States,<=50K,7580
320,21,Unknown,40052,Bachelors Degree,10,Single,Unknown,Single,White,0,2001,45,United-States,<=50K,48417
322,34,Private,174789,Bachelors Degree,13,Single,Other-service,Single,White,0,2001,40,United-States,<=50K,24264
323,31,Private,189759,Highschool Graduate,9,Single,Farming-fishing,Single,White,0,2001,40,United-States,<=50K,25857
325,27,Private,124953,Highschool Graduate,9,Single,Other-service,Single,White,0,1980,40,United-States,<=50K,23555
326,27,Private,116358,Bachelors Degree,10,Single,Craft-repair,Single,Asian-Pac-Islander,0,1980,40,Philippines,<=50K,21489
328,31,Self-emp-not-inc,161745,Bachelors Degree,13,Married-spouse-absent,Exec-managerial,Single,White,0,1980,60,United-States,<=50K,44775
329,27,Federal-gov,469705,Highschool Graduate,9,Single,Craft-repair,Single,Black,0,1980,40,United-States,<=50K,36071
331,42,Private,175935,Highschool Graduate,9,Divorced,Transport-moving,Single,White,0,1980,46,United-States,<=50K,49189
332,44,Private,355728,Bachelors Degree,10,Separated,Exec-managerial,Single,White,0,1980,45,England,<=50K,15199
333,41,Private,53956,Bachelors Degree,13,Divorced,Sales,Single,White,0,1980,56,United-States,<=50K,49510
338,40,Private,139193,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,1980,48,United-States,<=50K,8997
339,31,Private,184306,Technical School,11,Single,Transport-moving,Single,White,0,1980,60,United-States,<=50K,36841
341,32,Private,199529,Bachelors Degree,10,Separated,Tech-support,Single,Amer-Indian-Eskimo,0,1980,40,United-States,<=50K,24219
342,25,Private,111058,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,1980,40,United-States,<=50K,45635
343,34,Private,198103,Highschool Graduate,9,Single,Transport-moving,Single,White,0,1980,40,United-States,<=50K,13651
345,45,Private,100651,Highschool Graduate,9,Divorced,Other-service,Single,White,0,1980,40,United-States,<=50K,44044
346,50,Private,104501,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,1980,40,United-States,<=50K,39858
347,27,Private,132805,Highschool Graduate,6,Single,Sales,Single,White,0,1980,40,United-States,<=50K,40719
348,51,Private,96062,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,1977,40,United-States,>50K,417616
349,40,Private,207578,Technical School,12,Married-civ-spouse,Tech-support,Married,White,0,1977,60,United-States,>50K,385351
350,41,Private,445382,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,65,United-States,>50K,202760
351,49,Private,192776,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,294436
352,37,Private,22463,Technical School,11,Married-civ-spouse,Craft-repair,Married,White,0,1977,40,United-States,>50K,296131
354,35,Private,199352,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,80,United-States,>50K,161183
357,46,Private,129007,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,1977,40,United-States,>50K,400895
358,44,Self-emp-not-inc,179557,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,497200
359,42,Local-gov,111252,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,328658
360,38,Federal-gov,338320,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,225529
361,45,Private,192835,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,55,United-States,>50K,445468
362,43,Local-gov,147328,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,60,United-States,>50K,187421
363,47,Self-emp-inc,139268,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,60,United-States,>50K,441354
364,58,Self-emp-inc,349910,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,172217
365,48,Private,331482,Technical School,15,Married-civ-spouse,Tech-support,Married,White,0,1977,40,United-States,>50K,448050
366,42,Local-gov,245307,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,48,United-States,>50K,284771
367,55,Private,153484,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,50,United-States,>50K,374990
368,51,Private,252903,Highschool Graduate,6,Married-civ-spouse,Sales,Married,White,0,1977,40,United-States,>50K,198885
369,32,Private,295589,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,Black,0,1977,40,United-States,>50K,192497
370,45,Local-gov,160472,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,50,United-States,>50K,287833
371,56,Private,192869,Advanced Degree,14,Married-civ-spouse,Craft-repair,Married,White,0,1977,44,United-States,>50K,417133
372,38,Private,234901,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,60,United-States,>50K,69984
373,45,Private,33300,Technical School,11,Married-civ-spouse,Sales,Married,White,0,1977,50,United-States,>50K,366888
375,36,Private,183612,Highschool Graduate,9,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,361302
376,49,Private,185041,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,54093
377,30,Private,315640,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,Asian-Pac-Islander,0,1977,40,China,>50K,230476
378,42,Self-emp-inc,123838,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,262162
379,55,Private,31905,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,219129
380,34,Private,181091,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,320337
381,54,Private,88278,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,443475
382,42,Self-emp-not-inc,323790,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,70,United-States,>50K,320550
383,25,Local-gov,90730,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,274867
384,55,Self-emp-inc,138594,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,178428
385,58,State-gov,194068,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,202673
386,62,Private,218009,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,1977,60,United-States,>50K,294979
387,43,Self-emp-inc,221172,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,160461
389,42,Self-emp-inc,277256,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,1977,60,United-States,>50K,488470
390,63,Self-emp-not-inc,35021,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,Asian-Pac-Islander,0,1977,32,China,>50K,164281
391,47,Self-emp-not-inc,213668,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,244397
392,37,Private,99146,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,50,United-States,>50K,265596
393,40,Private,209547,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,1977,60,United-States,>50K,75426
394,43,Private,118308,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,430041
395,43,State-gov,33331,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,70,United-States,>50K,65149
396,41,Self-emp-not-inc,200574,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,60,United-States,>50K,154896
397,32,Private,204374,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,60,United-States,>50K,52542
398,47,Private,189680,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,1977,40,United-States,>50K,55905
399,39,Federal-gov,175232,Bachelors Degree,10,Married-civ-spouse,Handlers-cleaners,Married,White,0,1977,60,United-States,>50K,328487
400,53,Private,193720,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,495060
401,34,Private,189759,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,349506
402,36,Private,32776,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,469171
403,47,Local-gov,285060,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,41,United-States,>50K,474930
404,52,Private,23780,Technical School,11,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,158603
405,40,Self-emp-not-inc,284706,Technical School,15,Married-civ-spouse,Prof-specialty,Married,Amer-Indian-Eskimo,0,1977,60,United-States,>50K,450410
406,42,Self-emp-inc,130126,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,353948
407,51,Private,102615,Advanced Degree,14,Married-civ-spouse,Protective-serv,Married,White,0,1977,40,United-States,>50K,413178
408,55,Private,208311,Advanced Degree,14,Married-civ-spouse,Tech-support,Married,White,0,1977,20,United-States,>50K,365873
409,38,Private,111499,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,1977,99,United-States,>50K,243585
410,52,Private,139671,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,1977,50,United-States,>50K,153131
411,60,Federal-gov,165630,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,White,0,1977,40,United-States,>50K,264520
412,55,Private,124808,Technical School,11,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,Germany,>50K,476764
413,47,Local-gov,29819,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,Black,0,1977,50,United-States,>50K,397658
414,46,Private,102771,Advanced Degree,14,Married-civ-spouse,Tech-support,Married,White,0,1977,40,United-States,>50K,247524
415,35,Private,86648,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,45,United-States,>50K,493014
416,59,Self-emp-inc,223215,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,50,United-States,>50K,163011
417,57,Private,437727,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,45,United-States,>50K,225101
418,46,Private,167515,Bachelors Degree,10,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,419700
419,46,Federal-gov,213140,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,489264
420,52,Private,168553,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,1977,40,United-States,>50K,424729
422,37,Private,241998,Bachelors Degree,13,Married-civ-spouse,Tech-support,Married,White,0,1977,40,United-States,>50K,483877
423,46,Private,337050,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,278228
424,44,Private,157249,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,Black,0,1977,50,United-States,>50K,339402
425,45,Private,84298,Technical School,11,Married-civ-spouse,Exec-managerial,Married,White,0,1977,50,United-States,>50K,325761
426,43,Private,55213,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,1977,52,United-States,>50K,259112
427,54,Local-gov,185846,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,72666
428,50,Private,150999,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,437585
429,51,Private,199688,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,60,Unknown,>50K,134090
430,45,Private,225456,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,85827
431,36,Private,192939,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,60,United-States,>50K,129892
432,27,Private,183627,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,50,United-States,>50K,466914
433,36,Private,189404,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,1977,35,United-States,>50K,61209
434,53,Private,152810,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,55,United-States,>50K,214583
435,51,Local-gov,123011,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,35,United-States,>50K,205590
437,47,Self-emp-not-inc,228660,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,1977,40,United-States,>50K,174570
438,45,Private,233511,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,60,United-States,>50K,168037
440,39,Self-emp-not-inc,202027,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,50,United-States,>50K,333759
441,39,Private,218490,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,182670
442,55,Self-emp-not-inc,248841,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,200051
443,62,Private,71751,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,1977,98,United-States,>50K,305549
444,49,Private,137192,Bachelors Degree,13,Married-civ-spouse,Sales,Married,Asian-Pac-Islander,0,1977,50,South,>50K,449933
445,53,Self-emp-not-inc,100109,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,81289
446,31,Private,183043,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,48,United-States,>50K,79947
447,42,Self-emp-inc,188738,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,1977,60,Italy,>50K,261187
448,39,Private,201410,Bachelors Degree,13,Married-civ-spouse,Transport-moving,Married,White,0,1977,45,Philippines,>50K,161818
449,60,Self-emp-not-inc,282066,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,45,United-States,>50K,393665
450,26,Private,291968,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,1977,40,United-States,>50K,207593
451,37,Private,126569,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1977,40,United-States,>50K,374484
452,45,State-gov,103406,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,1977,60,United-States,>50K,374106
453,37,Private,109133,Technical School,12,Married-civ-spouse,Sales,Married,White,0,1977,45,United-States,>50K,311174
