,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
1206,51,Local-gov,47415,Technical School,12,Married-civ-spouse,Adm-clerical,Married,White,0,1628,30,United-States,<=50K,17189
1208,40,Private,87771,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,1628,45,United-States,<=50K,13596
1209,23,Private,107801,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,1617,25,United-States,<=50K,7307
1210,43,Private,216042,Bachelors Degree,10,Divorced,Tech-support,Single,White,0,1617,72,United-States,<=50K,37538
1211,55,State-gov,71630,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,1617,40,United-States,<=50K,27457
1212,56,Private,99359,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,1617,40,United-States,<=50K,4584
1213,44,Private,344920,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,1617,20,United-States,<=50K,44234
1215,36,Private,206253,Bachelors Degree,10,Single,Other-service,Single,White,0,1617,40,United-States,<=50K,42450
1216,62,Private,109463,Bachelors Degree,10,Separated,Sales,Single,White,0,1617,33,United-States,<=50K,27632
1217,33,Private,190772,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,1617,40,United-States,<=50K,19416
1218,19,Private,242941,Bachelors Degree,10,Single,Sales,Single,White,0,1602,10,United-States,<=50K,10111
1223,26,Private,303973,Highschool Graduate,9,Single,Priv-house-serv,Single,White,0,1602,15,Mexico,<=50K,48515
1225,19,Private,240468,Bachelors Degree,10,Married-spouse-absent,Sales,Single,White,0,1602,40,United-States,<=50K,43086
1226,32,Private,105938,Highschool Graduate,9,Single,Machine-op-inspct,Single,Black,0,1602,20,United-States,<=50K,39998
1227,18,Unknown,276864,Bachelors Degree,10,Single,Unknown,Single,White,0,1602,20,United-States,<=50K,26568
1230,20,Unknown,144685,Bachelors Degree,10,Single,Unknown,Single,Asian-Pac-Islander,0,1602,40,Taiwan,<=50K,14174
1233,21,Private,180339,Technical School,11,Single,Farming-fishing,Single,White,0,1602,30,United-States,<=50K,40716
1235,17,Private,209949,Highschool Graduate,7,Single,Sales,Single,White,0,1602,12,United-States,<=50K,22205
1236,57,Private,142791,Highschool Graduate,4,Widowed,Sales,Single,White,0,1602,3,United-States,<=50K,7108
1238,30,Private,48829,Highschool Graduate,9,Single,Sales,Single,White,0,1602,30,United-States,<=50K,37431
1240,18,Unknown,214989,Bachelors Degree,10,Single,Unknown,Single,White,0,1602,24,United-States,<=50K,26437
1241,17,Private,225106,Highschool Graduate,6,Single,Other-service,Single,White,0,1602,18,United-States,<=50K,23920
1244,19,Unknown,218471,Highschool Graduate,9,Single,Unknown,Single,White,0,1602,30,United-States,<=50K,37845
1245,18,Unknown,261276,Bachelors Degree,10,Single,Unknown,Single,Black,0,1602,40,Cambodia,<=50K,25610
1246,17,Local-gov,170916,Highschool Graduate,6,Single,Protective-serv,Single,White,0,1602,40,United-States,<=50K,39829
1247,21,State-gov,145651,Bachelors Degree,10,Single,Sales,Single,Black,0,1602,12,United-States,<=50K,46987
1248,18,Private,166889,Bachelors Degree,10,Single,Handlers-cleaners,Single,Black,0,1602,35,United-States,<=50K,5988
1250,18,Private,404868,Highschool Graduate,7,Single,Sales,Single,Black,0,1602,20,United-States,<=50K,7893
1252,19,Unknown,278220,Bachelors Degree,10,Single,Unknown,Single,White,0,1602,40,United-States,<=50K,41148
1253,17,Federal-gov,99893,Highschool Graduate,7,Single,Adm-clerical,Single,Black,0,1602,40,United-States,<=50K,21318
1254,17,Private,218361,Highschool Graduate,6,Single,Other-service,Single,White,0,1602,12,United-States,<=50K,31405
1255,18,Unknown,171964,Highschool Graduate,9,Single,Unknown,Single,White,0,1602,20,United-States,<=50K,25043
1258,57,Self-emp-not-inc,118806,Highschool Graduate,2,Widowed,Craft-repair,Single,White,0,1602,45,Columbia,<=50K,4449
1259,17,Private,132680,Highschool Graduate,6,Single,Other-service,Single,White,0,1602,10,United-States,<=50K,1888
1260,21,Private,301408,Bachelors Degree,10,Single,Sales,Single,White,0,1602,22,United-States,<=50K,8659
1261,18,Unknown,51574,Highschool Graduate,9,Single,Unknown,Single,Asian-Pac-Islander,0,1602,38,United-States,<=50K,26499
1263,46,Private,155933,Bachelors Degree,13,Single,Machine-op-inspct,Single,White,0,1602,8,United-States,<=50K,15398
1264,18,Private,41381,Highschool Graduate,9,Single,Sales,Single,White,0,1602,20,United-States,<=50K,30222
1265,23,Private,183327,Highschool Graduate,9,Single,Craft-repair,Single,Black,0,1594,20,United-States,<=50K,20738
1266,27,Private,60374,Highschool Graduate,9,Widowed,Craft-repair,Single,White,0,1594,26,United-States,<=50K,28790
1267,48,Private,254809,Highschool Graduate,6,Divorced,Machine-op-inspct,Single,White,0,1594,32,United-States,<=50K,40638
1268,46,Private,213611,Highschool Graduate,4,Married-spouse-absent,Priv-house-serv,Single,White,0,1594,24,Guatemala,<=50K,12006
1269,31,Private,651396,Highschool Graduate,9,Single,Sales,Single,White,0,1594,30,United-States,<=50K,23338
1270,25,Private,52536,Technical School,12,Divorced,Tech-support,Single,White,0,1594,25,United-States,<=50K,48431
1271,26,Private,149734,Highschool Graduate,9,Separated,Craft-repair,Single,Black,0,1594,40,United-States,<=50K,6441
1272,35,Private,220943,Highschool Graduate,9,Divorced,Other-service,Single,Black,0,1594,40,United-States,<=50K,19372
1273,27,Private,137645,Bachelors Degree,13,Single,Sales,Single,Black,0,1590,40,United-States,<=50K,42883
1278,32,Private,43403,Bachelors Degree,10,Divorced,Farming-fishing,Single,White,0,1590,54,United-States,<=50K,43982
1280,55,Private,151474,Bachelors Degree,13,Single,Tech-support,Single,White,0,1590,38,United-States,<=50K,30723
1281,29,State-gov,188986,Technical School,11,Single,Tech-support,Single,White,0,1590,64,United-States,<=50K,32091
1285,29,Private,183009,Bachelors Degree,13,Single,Prof-specialty,Single,Other,0,1590,40,United-States,<=50K,15394
1290,32,Private,290964,Bachelors Degree,13,Single,Sales,Single,White,0,1590,40,United-States,<=50K,8700
1294,44,State-gov,154176,Bachelors Degree,10,Divorced,Adm-clerical,Single,Black,0,1590,40,United-States,<=50K,11984
1296,51,Private,348099,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,1590,40,United-States,<=50K,6687
1299,48,Private,99096,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,1590,38,United-States,<=50K,35878
1301,45,Private,293691,Highschool Graduate,9,Divorced,Adm-clerical,Single,Asian-Pac-Islander,0,1590,40,Japan,<=50K,21115
1303,50,Private,188186,Advanced Degree,14,Divorced,Sales,Single,White,0,1590,45,United-States,<=50K,18846
1304,32,Private,317219,Advanced Degree,14,Single,Prof-specialty,Single,White,0,1590,40,United-States,<=50K,32671
1305,46,Private,160474,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,1590,43,United-States,<=50K,25548
1306,32,Private,165949,Bachelors Degree,13,Divorced,Machine-op-inspct,Single,White,0,1590,42,United-States,<=50K,45438
1307,34,Private,211948,Highschool Graduate,9,Divorced,Sales,Single,White,0,1590,40,United-States,<=50K,41466
1316,21,Private,146499,Technical School,11,Married-civ-spouse,Adm-clerical,Single,White,0,1579,40,United-States,<=50K,1718
1326,26,Self-emp-not-inc,221626,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,1579,20,United-States,<=50K,21408
1327,27,Private,87006,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,0,1579,40,United-States,<=50K,26648
1333,30,Private,117747,Highschool Graduate,9,Married-civ-spouse,Sales,Married,Asian-Pac-Islander,0,1573,35,Unknown,<=50K,37524
1339,45,Private,196584,Technical School,11,Single,Prof-specialty,Single,White,0,1564,40,United-States,>50K,117860
1342,53,Private,156843,Advanced Degree,14,Single,Prof-specialty,Single,White,0,1564,54,United-States,>50K,448695
1343,51,Federal-gov,282680,Advanced Degree,16,Single,Prof-specialty,Single,White,0,1564,70,United-States,>50K,354317
1345,46,Federal-gov,43206,Advanced Degree,16,Single,Prof-specialty,Single,White,0,1564,50,United-States,>50K,61706
1346,51,Private,216475,Bachelors Degree,13,Single,Sales,Single,White,0,1564,43,United-States,>50K,312935
1347,42,Private,143046,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,1564,38,United-States,>50K,80176
1348,46,State-gov,119904,Technical School,15,Single,Prof-specialty,Single,White,0,1564,55,United-States,>50K,348682
1349,28,Private,181291,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,1564,50,United-States,>50K,328498
1354,28,Private,190067,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,1564,40,United-States,>50K,54169
1362,31,Private,44464,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,1564,60,United-States,>50K,172817
1367,21,Unknown,161930,Highschool Graduate,9,Single,Unknown,Single,Black,0,1504,30,United-States,<=50K,49534
1368,25,Private,178505,Bachelors Degree,10,Single,Exec-managerial,Single,White,0,1504,45,United-States,<=50K,49780
1369,59,Local-gov,114401,Highschool Graduate,9,Widowed,Other-service,Single,White,0,1504,19,United-States,<=50K,15196
1370,47,Private,223342,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,1504,35,United-States,<=50K,20721
1372,44,Private,222978,Highschool Graduate,9,Divorced,Sales,Single,White,0,1504,40,United-States,<=50K,37977
1373,31,Private,187901,Bachelors Degree,10,Single,Sales,Single,White,0,1504,40,United-States,<=50K,34752
1375,44,Private,262684,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,1504,45,United-States,<=50K,42720
1378,27,Private,189462,Advanced Degree,14,Single,Prof-specialty,Single,White,0,1504,45,United-States,<=50K,35672
1384,32,Private,211699,Technical School,12,Married-civ-spouse,Exec-managerial,Married,White,0,1485,40,United-States,>50K,226829
1398,30,Private,97933,Technical School,12,Married-civ-spouse,Transport-moving,Married,White,0,1485,37,United-States,>50K,322589
1415,33,Unknown,173998,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,1485,38,United-States,<=50K,34090
1416,50,Private,234373,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,1485,40,United-States,<=50K,27387
1424,34,Private,287737,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,1485,40,United-States,>50K,52373
1437,31,Private,331065,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,1408,40,United-States,<=50K,43168
1440,46,Local-gov,202560,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,1408,40,United-States,<=50K,40338
1441,28,Private,103802,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,1408,40,Unknown,<=50K,8873
1443,54,Private,188136,Bachelors Degree,13,Divorced,Sales,Single,White,0,1408,38,United-States,<=50K,41523
1447,44,Private,225263,Bachelors Degree,10,Divorced,Sales,Single,White,0,1408,46,United-States,<=50K,24938
1454,29,Federal-gov,106179,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,1408,40,United-States,<=50K,32215
1455,50,Self-emp-not-inc,240922,Technical School,12,Single,Sales,Single,White,0,1408,5,United-States,<=50K,40659
1457,31,Private,243605,Bachelors Degree,13,Widowed,Sales,Single,White,0,1380,40,Cuba,<=50K,10619
1459,48,Local-gov,121622,Advanced Degree,14,Single,Prof-specialty,Single,White,0,1380,40,United-States,<=50K,39811
1461,39,Private,49436,Technical School,12,Divorced,Prof-specialty,Single,White,0,1380,40,United-States,<=50K,5518
1462,32,Federal-gov,90653,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,1380,40,United-States,<=50K,6340
1463,42,Local-gov,254817,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,1340,40,United-States,<=50K,19393
1469,37,Private,405284,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,1340,42,United-States,<=50K,27135
1470,62,Local-gov,159908,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,White,0,1258,38,United-States,<=50K,14666
1474,33,Local-gov,262042,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,1138,40,United-States,<=50K,29538
1475,29,Private,138190,Highschool Graduate,9,Single,Sales,Single,Black,0,1138,40,United-States,<=50K,4301
1476,25,Private,74883,Bachelors Degree,13,Single,Tech-support,Single,Asian-Pac-Islander,0,1092,40,Philippines,<=50K,40321
1480,52,Private,113094,Bachelors Degree,13,Separated,Adm-clerical,Single,White,0,1092,40,United-States,<=50K,38002
1481,23,Local-gov,442359,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,1092,40,United-States,<=50K,38202
1482,60,Private,75726,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,1092,40,United-States,<=50K,27046
1484,34,Private,32528,Technical School,11,Married-spouse-absent,Adm-clerical,Single,White,0,974,40,United-States,<=50K,31262
1485,43,Self-emp-not-inc,336763,Bachelors Degree,10,Divorced,Sales,Single,White,0,880,42,United-States,<=50K,18464
1486,33,Private,99339,Technical School,12,Divorced,Adm-clerical,Single,White,0,880,40,United-States,<=50K,29454
1487,31,Private,323069,Technical School,12,Divorced,Sales,Single,White,0,880,45,United-States,<=50K,44873
1488,50,Federal-gov,299831,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,880,40,United-States,<=50K,31260
1489,32,Private,203674,Technical School,12,Divorced,Prof-specialty,Single,White,0,880,36,United-States,<=50K,48566
1491,69,State-gov,159191,Bachelors Degree,10,Widowed,Adm-clerical,Single,White,0,810,38,United-States,<=50K,28221
1492,65,Private,190568,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,0,810,36,United-States,<=50K,17753
1495,49,Private,116338,Highschool Graduate,9,Separated,Prof-specialty,Single,White,0,653,60,United-States,<=50K,33480
1496,40,Private,315321,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,625,52,United-States,<=50K,32829
1497,43,Local-gov,118600,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,625,40,United-States,<=50K,6356
1498,59,Private,230039,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,625,38,United-States,<=50K,25399
1499,39,Federal-gov,257175,Bachelors Degree,13,Divorced,Tech-support,Single,Black,0,625,40,United-States,<=50K,43022
1500,49,Local-gov,159641,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,0,625,40,United-States,<=50K,16085
1501,39,State-gov,119421,Highschool Graduate,9,Separated,Adm-clerical,Single,White,0,625,35,United-States,<=50K,46983
1502,49,Private,169042,Highschool Graduate,9,Separated,Prof-specialty,Single,White,0,625,40,Puerto-Rico,<=50K,41267
1503,39,Private,81487,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,625,40,United-States,<=50K,18851
1504,43,Private,122473,Highschool Graduate,5,Single,Machine-op-inspct,Single,Black,0,625,40,United-States,<=50K,36146
1505,41,Private,332703,Highschool Graduate,9,Divorced,Adm-clerical,Single,Other,0,625,40,United-States,<=50K,24388
1506,46,Private,157991,Technical School,11,Divorced,Tech-support,Single,Black,0,625,40,United-States,<=50K,19310
1511,52,Private,122109,Highschool Graduate,9,Single,Prof-specialty,Single,White,0,323,40,United-States,<=50K,11682
1512,46,Private,198774,Advanced Degree,14,Divorced,Exec-managerial,Single,White,0,323,45,United-States,<=50K,43067
1513,49,Local-gov,78859,Advanced Degree,14,Widowed,Prof-specialty,Single,White,0,323,20,United-States,<=50K,49359
1514,37,Private,262409,Advanced Degree,14,Divorced,Exec-managerial,Single,White,0,213,45,United-States,<=50K,26003
1515,38,Private,173047,Bachelors Degree,13,Divorced,Adm-clerical,Single,Asian-Pac-Islander,0,213,40,Philippines,<=50K,29104
1516,40,Private,65866,Bachelors Degree,10,Divorced,Tech-support,Single,White,0,213,40,United-States,<=50K,38706
1517,36,Private,204590,Bachelors Degree,13,Divorced,Prof-specialty,Single,Black,0,213,40,United-States,<=50K,35448
1518,28,Private,140845,Highschool Graduate,6,Single,Machine-op-inspct,Single,White,0,155,40,United-States,<=50K,2780
1525,49,Private,159816,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,99999,0,20,United-States,>50K,272131
1527,22,Self-emp-not-inc,202920,Highschool Graduate,9,Single,Prof-specialty,Single,White,99999,0,40,Dominican-Republic,>50K,406618
1539,37,Local-gov,287306,Technical School,12,Married-civ-spouse,Prof-specialty,Married,Black,99999,0,40,Unknown,>50K,90262
1542,38,Private,146091,Advanced Degree,16,Married-civ-spouse,Exec-managerial,Married,White,99999,0,36,United-States,>50K,84697
1545,51,Private,44000,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,99999,0,50,United-States,>50K,149164
1547,36,Private,383518,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,Black,99999,0,40,United-States,>50K,297163
1551,46,Local-gov,222115,Bachelors Degree,13,Divorced,Adm-clerical,Single,White,99999,0,40,United-States,>50K,256643
1570,21,Private,334618,Bachelors Degree,10,Single,Protective-serv,Single,Black,99999,0,40,United-States,>50K,399251
1577,50,Self-emp-not-inc,155118,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,99999,0,35,United-States,>50K,446625
1581,56,Self-emp-not-inc,163212,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,99999,0,40,United-States,>50K,356991
1600,38,Federal-gov,37683,Technical School,15,Single,Prof-specialty,Single,Asian-Pac-Islander,99999,0,57,Canada,>50K,462661
1605,51,Self-emp-not-inc,111283,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,99999,0,35,United-States,>50K,456416
1606,42,Local-gov,175642,Bachelors Degree,13,Single,Adm-clerical,Single,White,99999,0,40,United-States,>50K,480674
1612,52,Self-emp-not-inc,140985,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,White,99999,0,30,United-States,>50K,124941
